../ftp.ncbi.nlm.nih.gov/genbank/gbrod30.seq,23-NOV-2016,"Oecomys rutilus voucher TTU101025 alpha(1,3)fucosyltransferase (Fut4) gene, partial cds",1,Oecomys rutilus (red arboreal rice rat),KP778908,TTU101025,"Almendra,A.L., Rogers,D.S., Gonzolez-Cozatl,F.X. and Engstrom,M.D.",Molecular phylogenetics of the genus Handleyomys,Unpublished,"Almendra,A.L., Rogers,D.S., Gonzolez-Cozatl,F.X. and Engstrom,M.D.",Direct Submission,"Submitted (15-FEB-2015) Brigham Young university, 401 WIDB, Provo, UT 84602, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100768 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903827,TK100768,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100770 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903828,TK100770,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100722 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903829,TK100722,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100131 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903830,TK100131,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100591 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903831,TK100591,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100761 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903832,TK100761,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100531 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903833,TK100531,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100765 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903834,TK100765,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100412 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903835,TK100412,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100346 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903836,TK100346,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100406 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903837,TK100406,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100409 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903838,TK100409,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100338 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903839,TK100338,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100339 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903840,TK100339,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100725 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903841,TK100725,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100310 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903842,TK100310,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100383 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903843,TK100383,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100229 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903844,TK100229,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100644 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903845,TK100644,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100380 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903846,TK100380,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100381 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903847,TK100381,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK100599 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903848,TK100599,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK123780 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903849,TK123780,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK123799 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903850,TK123799,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124401 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903851,TK124401,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124406 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903852,TK124406,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124407 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903853,TK124407,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124489 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903854,TK124489,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124490 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903855,TK124490,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124491 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903856,TK124491,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124492 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903857,TK124492,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124495 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903858,TK124495,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124498 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903859,TK124498,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124568 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903860,TK124568,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124569 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903861,TK124569,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124570 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903862,TK124570,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124572 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903863,TK124572,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK124573 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903864,TK124573,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
../ftp.ncbi.nlm.nih.gov/genbank/gbrod24.seq,25-APR-2007,"Neotoma micropus isolate TK123793 D-loop, partial sequence; mitochondrial",1,mitochondrion Neotoma micropus (Southern Plains woodrat),AY903865,TK123793,"Mendez-Harclerode,F.M., Strauss,R.E., Fulhorst,C.F., Milazzo,M.L., Ruthven,D.C. and Bradley,R.D.",Molecular Evidence For High Levels of Intrapopulation Genetic Diversity in Woodrats (Neotoma Micropus),"J. Mammal. 88 (2), 360-370 (2007)","Mendez-Harclerode,F.M., Fulhorst,C.F. and Bradley,R.D.",Direct Submission,"Submitted (24-JAN-2005) Biological Sciences, Texas Tech University, M.S. 3131, Lubbock, TX 79409, USA"
